Post,ContainsOrNot
Q: i talked to her this mornin at about 730am<br>A: wait boo boo tell me whats going on with her please,1
Q: i think i m going....good nite<br>A: hmm nite,0
Q: i think i will go to oz one day<br>A: you should would be fun hehe big miss thang too,0
Q: i think im addicted to this site now :(<br>A: yay i hope you are lol cause im trying to make a come back of the worst spammer on fs lmao your now a victim well when i do get the chance to spam =),0
Q: i think im going to fly out to san francisco tomorrow  what do you think?<br>A: i think you should go what have you got to lose?? hell be happy if you went with him suprised him in a cute lil outfit =P sorry Garth lol,0
Q: i think taz is to far and cold?<br>A: yeh it is cause you out at sea,0
Q: i think there is traffic on the tracks...<br>A: omg u know last month stoopid ppl were jumping infront of the trains omg that was annoying im like just run themover lol,1
Q: i think they are mission figsr or adriadic?<br>A: omg you speaking another language,0
Q: i think we can work together in solving mysterys lol dont u think?<br>A: THE MYSTARY IS NOW HISTORY :D:D,0
Q: i thought i should say hi....so hi!<br>A: awww hey my king =)  im glad u came by to say hii how are you??,0
Q: I thought I&apos;d come by and say  I don&apos;t know why Mike thinks I&apos;m so special .. And that you should ask him :) .. Because I couldn&apos;t tell you :) .. Question  are you Wilma and is that really Fred o_O ?? ..<br>A: lol thank you for dropping by lol wilma i am and fred he is,0
Q: i thought you had a new bf because you and that guy have matching namez... zoowill zooshay?<br>A: yeh hes mah baby =DDD,0
Q: i told my friend who went to nicaragua to get me the flor de cana    its rum and i told her to get me teh blue bottle one....i think its like 80 bucks ehre in hte usar<br>A: holy did u drink it or leave it as a display item,0
Q: i told will he&apos;s very lucky! =)<br>A: and im sure he appriciates it thank you :),0
Q: i took two shot by myself before i left teh house<br>A: yay one for u and u had one for me right,0
Q: i u2665 u<br>A: i u2665 u yes i cheated and i C&amp;p so shoot me lol,0
Q: i used to have this female coworker who kept tellin ppl in the office that she was guna have sex with me- has anyone done this to u? like im not even into women! i was very grossed out by her saying this to ppl.<br>A: lol no i never had it done to me at all,0
Q: I walked home. And it was 2am<br>A: aww no i woke at 2 lol,0
Q: i wana drive a _____________ ?<br>A: Skyline r34 again =D,0
Q: i wana flyyyyyyyy like a ______________?? ROFL.<br>A: I wana fly like a martian lol,0
Q: i wana get ____________ ?<br>A: a Skyline R34 sexxii,0
Q: i wana get some ___?<br>A: loving from my boii,0
Q: I wanna get drunk....what should i buy?<br>A: vodka =P always does the trick lol,0
Q: I wANnA MaRrY yOU!<br>A: awww yes i will,0
Q: i want some _____________ on the beach--- right now! ????<br>A: i want some sex on the beach right now,0
Q: i was afriad to send it...i talked to u about it...<br>A: re send it im not posting it,0
Q: I was going to scroll your whole page and look for your responses to my questions  but I can&apos;t be assed so I&apos;m going to &apos;fluke&apos; it with what I remember lol .. How many of my answers to your questions do you read ?? ..<br>A: all of them lol im devoted always lol *ehm* really the only questions i enjoyed asking i check lol,0
Q: i wash my computer monitor once a month....makes the cars look cleaner<br>A: no thats still dirty you missed a spot,0
Q: i wasnt driving today...yay!! thats why i took two shots<br>A: thats good to hear,0
Q: I went shopping today<br>A: i know you told me you have fun?,0
Q: I wish  u were here u would have been just as hammerd as me i bet. lol<br>A: =( i know me to would have been fun u wouldnt have ended up with that hikie lmao aww,0
Q: i wish i had no more pain anymore - like tcell - but it feeds me.. does it ever feed u?<br>A: pain makes you stronger as a person also makes you put alot of barriers up but for the best changes you as a person and helps you see situations from a diff prospective,0
Q: i wish they all can be australian girls...<br>A: wish who wea what fill me in,1
Q: i wnna go play with my nephew<br>A: aww hes cute kiss his lil eye for me,0
Q: I won&apos;t lecture u on eating cuz I was told about my diet as well. I&apos;m not eating enough and I take in only about 1500 calories when I need about 2900 cal. Then I burn atleast 700 cal in my workouts. So yeah. U might be doing better by not being so active.<br>A: lmao wow thats a first i think lol wait i know its coming this is way to good to be true lol,0
Q: i work on cars so i say if u get a skyline find one from the 90&apos;s stay away from the newer ones there pieces of shit<br>A: wow u know how to kill a gurls dreams now dont you i dont like the look of the 90s i wanted a 2003 one >(,0
Q: I would like to say hi:)<br>A: Hey kingy how if u =),0
Q: i would suffer...but i would sacrafice for your happiness<br>A: Sigh... we are going to talk about this ok,0
Q: i wud like to thank you for the sound advice bout the person who wont leave me alone - i think ur right and i didnt see it that way- a person doesnt usually get such good advice on here- thank you very much! i appreciate it!<br>A: your most welcome lady anytime =D,0
Q: I&apos;ll Be in in a bit. When mrs. Done with compu comp!<br>A: kool kool,0
Q: i&apos;ll finish it! ozzie ozzie ozzie...oi oi oi!!!<br>A: i finished it,0
Q: I&apos;ll finish spamming you all later have a great day thou bye:)<br>A: thank you ill reture the favour when i answer the rest of my spam from 2 days ago =D,0
Q: I&apos;ll have to rethink when I&apos;m not so sleepy on that last question. lolr Have a good night err I guess good day where you are though. 1:40am here not sure how many hours ahead there. Night/morning/afternoon to ya.<br>A: lol 3.40pm and good luck with that one but its easy so yes get back nite nite,0
Q: I&apos;ll teach you how to comet surf  how to metero stunt and how to stack alien money to the perfect height if you want? like the marsian&apos;s do.... uihjhfjhdjdfhierrinbhkdaaaa! that means get like me in Marsian... Ahahahhaha! lmao. im a fukin dork<br>A: lmfao i agree you a dork,0
Q: I&apos;m about to make me a Milo XD .. Does Australia have Milo ?? .. As a child I use to eat Milo straight from the tin .. Ever eat it straight from the tin ?? ..<br>A: yes we have milo here :D:D :S yes i have eaten it from the tin i put it in the biggest glass i could find and fill the milo to the top and watch what now!! lol,0
Q: i&apos;m answering all your qs<br>A: ill ba u then lol,0
Q: I&apos;m buzzed<br>A: wish i was to,0
Q: i&apos;m coming over to prove who makes my bed rock :)<br>A: lol see u soon cartoon :P,0
Q: I&apos;m going to poke your eyeballs out .. Do you want to know why ?? .. Too bad  I&apos;m not telling you :P ..<br>A: LMAO u need anger management classes my lady :D i tell u that err night u go to pick up a shoe throw rocks and pots and pans LMAO *hides* u violent lol,1
Q: I&apos;m gonna be going away for a few days actually 5 days can you help me out with a check when I get back next week?<br>A: i know =( i got you offline hope u bring me something back =D,0
Q: I&apos;m having sangria. Tapas. Paella. Oh my!<br>A: is that food omg dont use fancy food words with me lmao,0
Q: I&apos;m in Youtube  listening to random songs .. What kinda music do you listen to ?? .. Who are you favourite artists ?? ..<br>A: aaradhna awww gurl i have many scribe sumtimes lol smashproof yeh boii j williams yehhh boi and tyson tyler yeh boii pretty muj anyone that produces a nice beat,0
Q: I&apos;m never gonna talk to you<br>A: why not you said u wanted to go so i left you in peace,0
Q: I&apos;m not trying to take Zoowill away from you even though i know i would be able to but im not trying to do that i think hes Sexy thats all<br>A: lmfao aww thats cute hes has a lil admira well thats ok lady/dude o_O im sure he can make his own decisions for himself and yes i know hes sexxi =D thanks for noticing =DD,0
Q: I&apos;m on just slow. Ebuddy is on<br>A: lol i know ebuddy sux today i couldnt get on by cell either lol,0
Q: I&apos;m out downtown shopping be back lataz<br>A: ok well im not here for long im answering a few and im out,0
Q: I&apos;m picking out lead from my @zz because I asked you for your phone number any suggestions?<br>A: ahahahaha well lets see what mista has to say about that one lol,1
Q: I&apos;m sitting here eating Coconut Clusters .. That&apos;s just coconut rough chocolate in little round pieces lol .. Do you eat chocolate ?? .. Do you have a favourite if you do ?? ..<br>A: almond gold are the bestest cadbury roasted almonds,0
Q: I&apos;m sitting here eating sour lollipops .. I love sour lollies  ALL sour lollies XD .. Do you have a favourite lolly and flavour ?? ..<br>A: hmm im not really a lollie eater i love chocolate what gurl dont i say but jaffers are still my number one and peanut slabs,0
Q: I&apos;m there and here<br>A: im here now im trying to work but i cant =( motivation please,0
Q: I&apos;ve got a whopping great penis  can I put it inside of you?<br>A: wheres my bodyguards when i need them lol,1
Q: I<br>A: u,0
Q: Ice cream Or Smoothies ( yumm ;D )<br>A: Smoothy =D,0
Q: id get teh hang of it in a few days i reckon.....i did it in ha va ee<br>A: where is that sounds sooo fimiliar,1
Q: idk why i asked that last question anon lol<br>A: cause ur a geek lol,1
Q: If a child likes golf do you think it&apos;ll ever be interesting?u00a0<br>A: just a faze for sum career for others,0
Q: If a person has AIDS and they got bit by a poisonous snake and the police or emt&apos;s can&apos;t get to them on time &amp; your the only person with them what do you do?Do You suck out the venom or let them die?<br>A: No theres first aid for that stuff like wrapping a bandage or something around the outside of the bite to stop the venom from spreading through out the body,0
Q: if all of a sudden u got a knock at ur door - u opened it - there was a box - u opened it - 12 red roses lay inside- no card- WHO SENT IT TO YOU?<br>A: hopefully my baby boii if not the aircon man lol,0
Q: If barbie is so popular why do you have to buy all of her friends?(A taste of your own medicine! >:P)<br>A: hmm let me go ask barbie ill be right back lol,1
Q: if chance was like a picture would you take it? or have someone take it for you?<br>A: id take the chance if it ever popd up,0
Q: If I asked you to dinner where would you want to go?<br>A: rashays nothing to over the top,0
Q: If i bought you a plane ticket to Dubai would you go?r<br>A: I couldnt accept anything from anyone else but id go with you if you wanted to go,0
Q: If I died Tomorrow  Would you Care?<br>A: i would care cause im caring like that,0
Q: If i died would you be sad?<br>A: i would be cause you are apart of my life now,0
Q: if i had to go for 10 yrs would u wait for me?>?<br>A: yeah love is patience right =),0
Q: If I hate you would that make you sad?<br>A: itll make me sad but the worlds full of hate so i should be used to it right?,1
Q: if i keep asking you not going<br>A: lmao i know lol u geek,1
Q: If I lend you my Sports car and you put a dent in it would you bring it back or leave it somewhere and have someone call me and tell me where it is?<br>A: id call the cops and report it stolen :P,0
Q: if i let u come over tnite  wadda ya wana do?<br>A: play wii but ill prolly fall asleep cause id be tired lol,0
Q: If I love you would that make you happy?<br>A: love is always a happy thing so yes i will be happy =),0
Q: If i stopped talking to you would you care?<br>A: of course i would what would be ur reason for not wanting to talk no more,0
Q: If I stopped talking to you would you care?<br>A: yes i would care why wouldnt i??,1
Q: If i stopped talking to you would you miss me?<br>A: yes i would miss the deep convos and the music :P,0
Q: If I told you that you had a nice body would you hold it against my? Lmao I&apos;m a fuckin dork pardon the swag.. Lol<br>A: lmao i know that one link me haha,0
Q: If I turned up on your doorstep  dressed as Po from the Teletubbies  and asked you to dance with me  would you XD ?? ..<br>A: LMFAO!!!!!!! i wana be lala shes sooo cute pos kinda scary dont you think lol,0
Q: If I were to ask you to a nice dinner what would you say?<br>A: friendly yes,0
Q: if it was totally pitch black dark.. and u n me were together.. wud u want to cop a feel? ROFL<br>A: ahh no id rather not i dont bat for that team =),0
Q: If life dealt u a deck of cards....I&apos;d pick the Queen of Hearts!<br>A: awww your really sweet,0
Q: If looks could give you aids would you make everybody blind?<br>A: probably lol,1
Q: If someone asked you to give them a dose what would you give them a dose of______?(lol be creative)<br>A: a dose of shayzzie and ull be hooked lol omg my cockyness i wounder where i got that from lmao,0
Q: If someone dropped a wallet that had $1000 credit cards and a drivers license what would you do?<br>A: hand it in cause im honest like that =P,0
Q: if someone gave a blow up doll and boxer shorts with a bigggg plastic bum on the back = what wud u say? do with them?<br>A: id laugh and do nothing with them,0
Q: If someone gave you a lifetime to change your life &amp; approve it would you take that chance?<br>A: no i wouldnt it took lots to get to where i am at now and i wouldnt change it for nothing,0
Q: if someone knew ur darkest secrets - how wud u feel? explain<br>A: well it wouldnt be my darkest if anyone knew about it,0
Q: if someone really hurt u.. but begged ur forgiveness n really meant it.. wud u forgive them? how bout forget?<br>A: id forgive but wont forget it,0
Q: if the shays dnt get me first=p<br>A: shays already got u =D,0
Q: If u ate.......what food would u like to have<br>A: what you mean IF i ate lmao duck braised sweet sour duck,0
Q: if u came to the usa and was only offered maccas...would u?<br>A: not the whole time i was there id be sick,0
Q: if u continually ignore n hate a person n do everything in ur power to stay away from them- why do some ppl continually harrass and try n see u or get in touch with u? what is it in their brain that makes them do this? pls EXPLAIN! I REALLY WANA KNOW!<br>A: well maybe that person needs closure as to why they want to talk to you or see you maybe they have things that want to say to you but you keep avoiding the situation so they will continue to bug till you give them that time to explain or ask you why or how or something....but you also have to be in a state of mind where you willing to listen and to be open with the person as well so i think its just closure...,0
Q: if u cud roll in anything - what wud it be? money? food? water? gum? what?<br>A: water just cause id be in the mood to =),0
Q: if u had a best friend who said really insane things and u worried bout her and her thoughts - what u do? like if ur friend said she wished her mom dead?<br>A: id talk to her try help her see the better side of her problems =),0
Q: if u liked someone but thought they drank too much? wud u cool it or what?<br>A: Drink to be social? drinking is a issue with sum guys some can be happy some can be jerk offs but either way its not a healthy start to the relationship =),0
Q: if u lost weight (not on purpose) becuz ur stomach just cant handle food anymore - wud u be worried? what cud be wrong?<br>A: yeah i get that way i cant eat or the sight of food makes me sik i dont know no appitite or worms i know i dont got worms but yeh,0
Q: if u were guna have a baby - what wud u be lookin forward to - a girl or a boy? why? dont say either - just pick one!<br>A: I think girls are alot of fun and joy can do alot of girly things with them more helpful around the house,0
Q: if u were married n ur mate wantd to go somewhere but u thought it wud be unsafe - what wud u do? explain<br>A: i would go anyway i doubt id pass up an offer to go away or an oppotunity to spend time with him/her,0
Q: if u were out of it and someone took u home n started to try n undress u and u fought them off - what wud u think the next mornng that they were trying to do to u? please explain!<br>A: Well id hope it was my boyfriend that brought me home and tried to undress me cause hed know that i dont sleep without clothes or something i would think hes helping me do something im incapable of doing,0
Q: if u won a pony - what wud u name it? what color wud u like it to be?<br>A: Black and his name will be stud muffin =DD,0
Q: if ur friends set u up on a blind-date.. and it turned out u were on the blind date show AND u slept with them n got a STD--- what wud ur reaction be for ur FRIEND??<br>A: lmao ahh id be pissed and id make her pay for my medicals lmao,0
Q: If ur in a game show &amp; u can win an unbelievable amount of $$$ &amp; ur options are u can walk on a tight rope without being trained &amp; knowing that u can actually die or u can go in a frozen chamber for 60 days until some1 decides maybe if they want 2 they&apos;ll<br>A: i take the tight rope i hate being cold,0
Q: if vegas was the destination for a weekend  what would you do there?<br>A: shop eat and sleep lol,0
Q: if while u were sleeping- u woke up n felt someone rubbing ur feet-then they moved up beside u- and started breathing really heavy-they were sitting beside ur bed-what wud u do? what u think? please explain!<br>A: I'd say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe,0
Q: If you are a man  and a woman asks you for a date  do you feel you should pay  or that the woman should pay?<br>A: well as a gentalmen u offer to pay it lol,0
Q: if you can put any crazy law in to affect  what would u make happen?<br>A: pink and purple day err day lmao,0
Q: If you could be anyone (living or dead) for a week  who would you want to be? You have to name someone other than yourself<br>A: Mother Mary,0
Q: If you could do anything what would it be?<br>A: i would travel but you already knew that =DD,0
Q: If you could go only to one restaurant for the next five years  which would it be?<br>A: Denny's,0
Q: if you could have a super power out of these 2 (fly faster then a speeding bullet or Super strength) which one would it be?<br>A: Fly id be there in less than a min im good like that,0
Q: If you could have anything in the world what would it be? .... Anything?<br>A: im pretty happy with what i have cant get greedy you know,0
Q: if you could live anywhere other than Australia  New Zealand or Dubai where would you live?<br>A: singapore,0
Q: If you could make one material that never existed before what would it be?<br>A: lol let me think about this one long and hard,0
Q: If you could only listen to one song for the next month  which would it be?<br>A: Making good love by Avant,0
Q: If you could retire tomorrow what would you do?<br>A: come see you go to frisko see trebs push him down the hill laugh at him feeel sorry for him go see Gus in DE make him drive through the mac donalds drive through again and make him apologise for his passengers then we off to dubai baby =DD,0
Q: If you could start up your own club what would it be of?<br>A: car crew,0
Q: If you could u2018take backu2019 your virginity from your first partner  would you?r<br>A: yes i would,0
Q: If you died tomorrow  do you think I would care?<br>A: well i really wouldnt care if you cared or not cause id be dead lmao,1
Q: If you fell three stories and you landed on your knees but your legs are cut off what would you do next?<br>A: nothing get up and walk lol,0
Q: If you found a $100 what would you do?<br>A: give it to you and tell you to hand it in lol,0
Q: If you found that dollar I lost would you buy a piece of candy with it or just put it in your pocket?<br>A: Id pocket it lol,0
Q: if you had 24 hours to live... where would you go? what would you do?<br>A: id go on the biggest binge ever and the last 5 hrs i would spend with my mum n dad,0
Q: If you had a billion dollars  what would you do with it?r<br>A: fly you to mer open my businessr buy a house and travel,0
Q: If you had super powers what would they be?<br>A: manipulation and be able to read minds :D,0
Q: If you had to change bodies with a dude or woman  what dude would it be?<br>A: shemar-moore sexxii chiki alba,0
Q: if you lived by the ocean  how often would u go to the beach?<br>A: err other weekend,0
Q: If you met me on the street or in a super market would you recognize me?<br>A: yes i would just wouldnt know your name good with faces,0
Q: If you spam people  and you&apos;re following me please unfollow me  I will still continue to spam you.<br>A: lol i dont spam well havent really last few days,0
Q: if you want kids.. how many? why?<br>A: 4 have 3 of my own and adopt one,0
Q: If you want me to stop spamming you let me know in my inbox so I can unfollow you as well other then that I&apos;ll finish spamming everyone later ok bye:)<br>A: nope dont stop keep em coming =D,0
Q: If you were a boy do you think you would be attractive and have any kind of swag?<br>A: id be a sexxii cali swag kinda guy lol,0
Q: If you were a boy what would you want your name to be?<br>A: xavier cause its not so common here unlike mike james so on,0
Q: If you were a power ranger what color would you be?<br>A: Red cause hes the strongest lol,0
Q: If you were an animal what kind would you be?<br>A: Tiger wait no dolphin,0
Q: If you were given 200 hours of community service what would it be for?<br>A: gardening o_0 does that count lol,0
Q: If you were given a chance to change up your style which clothing/shoe/jewlery brands would you rock?<br>A: Dereon Tacori Nina Electra Nike Adidas Converse Levis Bonds to many cant think lol,0
Q: If you were given one day to do absolutely anything you wanted  with absolutely no restrictions at all  what would you do ?? ..<br>A: Make out with Dan Carter in Fiji lol,0
Q: if you were in los angeles  what would you do here?<br>A: eat sleep and shop =D,0
Q: if you were on MTV cribs and u got to the master bedroom... would u say this is where the magic happens? lol<br>A: lmao aint that funny they all say it id only say it if magic was happening which i sure there would be lmao,0
Q: If you wrote a journal entry about our last date  what would it say?r<br>A: Saturday the 5th June 2010r Shay had a badass moment r Will then came along and ruind it with xbox smack lmao the rest is history,0
Q: if you&apos;re at a restaurant  do u usually pick up the cheque?<br>A: if we out with friends we take turns,0
Q: If your favorite tv show was cancelled would you try to get it back on the air &amp; if so how would you do it?<br>A: lol no id be happy cause then i would be doing something else at that time and slowly stop watching tv altogether lol,0
Q: If your friend hits you are you really friends? &amp; I know this is a stupid question but I had to ask anyway lol=)<br>A: lol mucking round is cool serius then u got issues,0
Q: If your homeless and all you have to eat is your foot do you share with your friend bob or let him starve like an ass that you are?<br>A: hes got 2 feet why cant he eat his own lmao,0
Q: If your house was burning right now what would u grab??? Kids are safe already.<br>A: my laptop so i can yell at you for jinxing me lmao,0
Q: ignorant is bliss for me....no FB<br>A: sigh.....,0
Q: ill tell u...not here though<br>A: ok im coming just let me do this kk,0
Q: im a stalker.....lol<br>A: lmao i know u are i told u thatjust dont go all psyco on me and we'll be good lol and watch from a distance lol,0
Q: Im a stalker<br>A: i know your a stalker cause u have anon on :D:D,0
Q: im bored right now waiting for him :(<br>A: waiting for whom macasero?,0
Q: im buzzed<br>A: =( again without me,0
Q: im done spammin tnite. thanx for ur answers. please dont forget to leave me some Q&apos;s... i will answer tomoro. thank u!<br>A: awww sorry its taken me alday to get here but ill try my best to send you some til then night =) aww and thanks for the 44 spamledge questions lol,0
Q: im going out for dinner see u<br>A: can i come =( anywhere is better than here =(,0
Q: Im gONnA sTaLk U So HaRd!!!!!!!TiLL It HuRtS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!r<br>A: lol ok do what u gota do lol,1
Q: im guna go to bed now. nite- pls send me some stuff. thanx.<br>A: nite nite but that was last night sorry im slow at this,0
Q: im happy when i ______________________ ?<br>A: im happy when my peeps are happy,0
Q: im hea babes<br>A: messenger plz,0
Q: im hea but ur thing isn&apos;t working<br>A: i know hope it is now :D,0
Q: im hea<br>A: im here as well but ur not,0
Q: im here....jsut breathing...<br>A: im here hyper ventilating lmao,0
Q: im home now...need water<br>A: drink water,0
Q: im just feeling horrible about everything...from a to z<br>A: I know what u talking about and im sorry,0
Q: im not being intentional......=(<br>A: sigh.... =(,0
Q: im not gonna ask dumazz queestions like wats ur fav sport lmao..=!!<br>A: lmao netball volleyball basketball league and rugby lol,0
Q: im not moody..ive calm down...i can deal with out my workouts now....ima gonna binge lol.....<br>A: binge drinking is grand lmao,0
Q: IM SO HAPPY!!!!! SPAIN WON!!!!! and guess wat im going to see &apos;em today i cant wait<br>A: i know and i still owe u like 4 hears and 20 err thing else lol,0
Q: im so tired today<br>A: i told you to go to bed last night early didnt i,0
Q: Im sorry?<br>A: =D dont be sorry where are you?,0
Q: im sorry<br>A: why u sorry?? dont be sorry =),0
Q: im still waiting on u kno what so u can give me u kno what=p<br>A: lmao with you who that said you know who went you know where with you know what lmao,0
Q: im sure ma  guess what??<br>A: =O what?? tell me,0
Q: im sure you didnt... lmao<br>A: lol i just answerd this you fool lol,0
Q: im sure you didnt... lmao<br>A: omg i wasnt trying to be mean you homo lmao ok n e ways im leaving now have a chill day and make up sex is always great sex lol,0
Q: im talking about your pics<br>A: thank you i like yours,0
Q: im waiting...<br>A: where are you?,0
Q: ima delete them for u<br>A: no your not,0
Q: ima get that song...what you try&apos;n to say bout &quot;never ever&quot;?<br>A: speak my lingo on neva isnt it the best clip eva lol shes soooo sexy,0
Q: ima going out...spam u later....gonna take a shot before i leave...=P<br>A: kk dont drink and drive,0
Q: ima gonna rake a run now..!   i need exercise~<br>A: Lmao Aww no watch out for the trees lol and the parked cars as well =p,0
Q: imean.......<br>A: u mean,0
Q: imma become a flight pilot jus so i can fly over there u kno that? welll mabye not im that smart hehe<br>A: lmao u geek fly here party and fly bak if yah wana =D,1
Q: In school  what were your favourite subjects ?? .. Did you go to school to learn  socialise  or eat your lunch :P ?? ..<br>A: lmfao i went to school for luch then get sent to the office cause i wont shut up or i wont listen only in computer maths english commerce sport science cause they were bludgen subjects n e ways,0
Q: iPhone Droid Or Sidekick...Which Phone Do You Prefer?<br>A: Iphone,0
Q: is  there a right way to blow someone off? like ditch them - kindly?<br>A: bbeing straight with them is always the best way to go,0
Q: Is [Ti] Your Favorite Rapper Please Say Yes I&apos;ll Give You A Cookie &amp; A Brand New Free Flat Screen Tv?lol jk I&apos;m just out of it you can say w/e you want=)haha<br>A: lmfao awww u know my song for him rig,0
Q: is doggy style the only style<br>A: Only one of the best styles i know,1
Q: Is It A Bad Idea Too Befriend A Ememy In A Life Or Death Situation?<br>A: befriending an enemy eva her the saying keep your friends close and ur enemys closer,0
Q: Is it because I can talk more bullsiht than you?lol<br>A: yes and i see i changed ur name good one gabe hi 5,0
Q: Is it hard for you to say I love you? Who is it the easiest to say I love you to? The hardest?<br>A: not hard to say i love you to the ppl u care about,0
Q: is it ok to start to allow a man to control u?<br>A: No not under any circumstances,0
Q: Is it okay if I hate your family but I love you?<br>A: lol ahh love u both the same,0
Q: Is it possible to get someone pregnant over the net?r I seem to have some cyber child support to pay.LOL<br>A: lmfao i have no responce to that cause thats just funny stuff lol,0
Q: Is it raining there?<br>A: not raining just mad thick fog,0
Q: is it that important to have a song with ur mate??? whats urs if u have one?<br>A: http://www.youtube.com/watch?v=pRpeEdMmmQ0r r =D My babe and my song =D u2665u2665u2665,0
Q: Is it true that city folk call country folk coon @zzez?<br>A: wouldnnt have a clue wouldnt be suprised,0
Q: is it wrong to change for the person u care/love?<br>A: no its not,0
Q: is it wrong to marry someone just to enter their country? whats ur view on this?<br>A: yeah i think its wrong but i know someone that has done it but he had kids with the lady and has married 3 times but goes back to his first wife and takes care of her and their kids,0
Q: Is life better then before?<br>A: life still the same as it was 3 years ago maybe just a lil more drama,0
Q: Is life without death meaningless?<br>A: theres a beginning and a end to everything,0
Q: is lotus notes the same one peopel taht started lotus 123? it was bill gates before he started microsoft....hahahah this is my only wayt to answer qs...by re answering your answers...lol<br>A: were you the anon the first time with the fb and fs comment??,0
Q: is new zealand better than oz<br>A: they are both awsum countrys to be in :D so i cant answer that,0
Q: Is revenge sometimes justified?r<br>A: can be not always and i dont recommend it but it is what it is,0
Q: is rza yo close friend?<br>A: well if your referring to betty and barney then yes were or pebbles and bam bam then yes we are,0
Q: Is sex important in a relationship?<br>A: sex is good but i wouldnt base the relationship on sex ONLY theres more to a relationship than that =),0
Q: is SKYPE safe? any bad experiences? my bro n his friend use it- cuz ones in Germany - and the other here USA. and so i need to know- is it safe? cost? any info wud help!<br>A: skypes cool free safe wat u mean like talking on msn or yahoo all the same,0
Q: is that fair to say?<br>A: no its not but wat the hell lol,0
Q: Is that your naturally hair colour?<br>A: yes it iss,0
Q: Is the car in your background  your baby ?? .. And  is that an autograph I see on the hood lol ?? ..<br>A: lmfao thats my baby :( and no its tweety bird you goose lol,0
Q: Is there a word that use waAay too often ?? .. A favourite word ?? .. I love the word Awesome XD ..<br>A: forreallies no way and then koolies or coolio lol,0
Q: is there anyone who is sensoring ur words on here and u r letting them becuz u wana please them?<br>A: Nope not that i know of,0
Q: is there anything about me that annoys you?<br>A: lmao ahh no,0
Q: Is there anything you have recently given up forever?<br>A: no but im close to it,0
Q: Is there anything you have respect for but dont like?<br>A: no i respect err thing and err one,0
Q: is there anywhere you&apos;d wish u could be right now?<br>A: :( why u asking these questions,0
Q: Is there one place you would really like to be right now ?? .. Other than Canada with Mr. Flintstone :P ..<br>A: san franfrisco lmfao dont ask me why just have it on my mind right now :D:D:D,0
Q: Is there one quote from someone famous  or even someone who&apos;s not famous  that you think everyone should know ?? .. Do you have a favourite quote ?? ..<br>A: Life is too short to wake up with regrets.r So love the people who treat you right. Forget about the one's who don't.r Believe everything happens for a reason.r If you get a second chance  grab it with both hands.r If it changes your life  let it.r Nobody said life would be easy  they just promised it would be worth it.,0
Q: is there such thing as soul mates<br>A: i have a soul mate for sure so yes there is such thing as a soul mate,0
Q: Is this gonna be weird?<br>A: no u just have to be positive and let life take its course...,0
Q: is trebla your homie too?<br>A: hes my boii love hiim to biits hes my bestie homo lover frend right trebs =DD,0
Q: Is your little sister retarted or what?<br>A: lmao i dont know u talk to her and u know she is lmao,1
Q: Is your love better then sex?&amp; when I mean your love I mean your heart &amp; everything that you have to show to another romantically physically mentally  &amp; Etc?<br>A: love is better than sex but sex is always good puts the cream on the cake =D,0
Q: Isn&apos;t every crime a hate crime? (&amp; Take A Second To Think About It)Lol=)<br>A: nope sum are need crimes lol,0
Q: It all has to do why I type the way I do and she should me an Asian jamming canon on electric guiatr from nz<br>A: awww yeh that she went to uni with maybe?,1
Q: it is your last day in los angeles  what would you wanna do?<br>A: partaay,0
Q: It would seem the questions have begun again what do you think?<br>A: i agree game on ppl,0
Q: It&apos;s a video about this Asian jamming<br>A: awww okies nah i dnt think its the uni guy then,0
Q: It&apos;s ok I live:)<br>A: =( make me feel bad now thanks =),0
Q: It&apos;s ok I&apos;m not mad. :)<br>A: are you sure =S,0
Q: It&apos;s ok:)<br>A: aww haha didnt think u were still awake,0
Q: It&apos;s slow on mobile for me<br>A: haha told you that,0
Q: its a song..beeGees i think<br>A: no dru hill,0
Q: its an aussie theme<br>A: yeh i can tell make the move so you can see gfor yourself lol tell the mrs shay said you guys can stay with us =DD,0
Q: its an old one..about being a woman.....lol....<br>A: lmao no its a girl being and old women lmao,0
Q: its an old one..about being a woman.....lol....<br>A: ok,1
Q: its an old one..about being a woman.....lol....<br>A: you make me feel you make me feelr you make me feel like a natural women r r awww now baby look what you dont to me,0
Q: its canned  rectangular  blue  not quite ham...r<br>A: spam,0
Q: its gonna haunt me now...i will expain my arrest after i get out..lol<br>A: lmao deal let me know when you get out and dont drop the soap lol,0
Q: its not ham...but close..its canned meat??<br>A: sssssssssspppppppppppam,0
Q: its the same pigeon talk ......=P<br>A: yeh its sexxii,0
Q: ive been good but busy  how bout u moo?<br>A: Emz good thank you haven a shay moment right now cant think and cant make sentences but its algood,0
Q: iw ashed it with soapy warm water...in circular motion....it was really dirty....<br>A: care factor ZERO!!!!,0
Q: Jesus your fast lol .. I&apos;m having trouble keeping up! .. As in  I just answer something and boom! There you go again .. I like it! :P lol ..<br>A: lol im on it :P thats y r lol,0
Q: jhess u should be all spamed out right now=p Luv ya lataz till u spam me back=D<br>A: lmao yes again spammed lol ur a dork love yah,0
